2001-12-11,Entertainment,expense,2726.92
2015-03-17,Entertainment,expense,4319.04
2008-07-20,Healthcare,income,-4035.03
2005-06-04,Salary,income,9039.92
2010-09-13,Healthcare,expense,-1296.42
2021-04-02,Entertainment,expense,6140.92
2020-03-27,Groceries,income,5248.91
2001-04-07,Entertainment,income,2331.09
2012-07-27,Groceries,expense,5117.66
2013-03-03,Healthcare,income,-2711.22
2015-10-02,Entertainment,income,5080.57
2016-05-07,Healthcare,income,4857.15
2006-06-25,Utilities,expense,-3479.21
2022-01-15,Utilities,expense,1233.84
2009-11-15,Utilities,income,6723.54
2004-12-18,Utilities,income,8886.28
2011-06-08,Groceries,income,5960.87
2017-03-02,Groceries,expense,2539.42
2004-02-16,Utilities,income,2103.65
2014-12-01,Utilities,expense,-3868.72
2009-01-06,Entertainment,expense,6897.94
2013-07-10,Entertainment,expense,7424.81
2006-06-25,Healthcare,expense,6338.09
2005-07-05,Healthcare,income,1541.42
2015-12-07,Healthcare,income,6351.52
2017-09-03,Healthcare,income,4623.11
2000-08-04,Entertainment,income,-4705.16
2010-04-26,Utilities,expense,-1382.76
2001-03-08,Utilities,income,4636.74
2003-02-19,Groceries,income,4381.77
2011-08-06,Salary,expense,-3508.03
2004-10-12,Groceries,expense,696.42
2022-03-22,Salary,expense,6111.88
2008-05-23,Salary,income,3206.87
2022-08-15,Healthcare,income,7971.38
2005-01-05,Salary,income,-1496.02
2012-11-25,Entertainment,expense,983.99
2016-08-13,Salary,expense,-2743.02
2006-10-14,Salary,income,-118.37
2020-06-18,Salary,income,6147.7
2006-06-08,Utilities,expense,8760.5
2015-12-19,Healthcare,income,1339.6
2005-02-24,Healthcare,income,5569.46
2015-07-03,Healthcare,income,-3545.41
2006-07-19,Healthcare,expense,9912.79
2018-10-03,Healthcare,income,8463.3
2019-05-03,Groceries,expense,5277.34
2001-10-17,Entertainment,income,3669.45
2008-05-09,Healthcare,income,7465.77
2011-12-03,Healthcare,income,9116.37
2022-06-18,Entertainment,income,4933.86
2007-06-21,Utilities,income,6203.72
2002-11-07,Entertainment,expense,3490.7
2022-02-15,Utilities,income,8013.6
2016-02-08,Salary,expense,-1143.97
2022-03-15,Salary,expense,3781.63
2007-05-11,Entertainment,expense,2129.08
2013-10-03,Groceries,income,8123.45
2003-10-11,Healthcare,expense,7192.7
2006-01-03,Healthcare,expense,4851.23
2005-10-12,Groceries,income,-4986.0
2005-07-10,Healthcare,income,7493.52
2001-04-06,Salary,expense,7400.22
2009-01-26,Groceries,expense,15.6
2014-02-13,Utilities,income,4040.09
2012-06-17,Salary,expense,9847.41
2009-07-05,Groceries,income,-4634.41
2010-07-02,Groceries,expense,6720.92
2017-12-12,Utilities,expense,9496.44
2017-04-08,Utilities,expense,4486.35
2005-05-11,Groceries,expense,-3335.97
2002-11-20,Groceries,income,7283.99
2020-01-03,Groceries,expense,-966.54
2008-04-03,Utilities,expense,6367.98
2014-07-08,Entertainment,expense,-125.32
2009-04-08,Groceries,income,6428.61
2019-04-19,Groceries,income,-1925.44
2012-05-09,Healthcare,expense,2173.29
2015-05-20,Healthcare,income,1820.09
2004-01-27,Groceries,income,7933.97
2011-08-23,Healthcare,income,5971.68
2009-08-04,Salary,income,-3596.91
2018-12-18,Healthcare,income,578.17
2010-05-13,Healthcare,income,5303.96
2021-05-11,Healthcare,expense,-4615.88
2012-09-11,Groceries,income,9207.0
2003-05-13,Groceries,expense,-129.85
2011-09-14,Salary,income,6597.96
2017-06-03,Salary,income,1887.36
2010-04-17,Utilities,income,6788.98
2005-01-03,Groceries,expense,2016.45
2001-12-17,Salary,expense,8656.77
2023-03-03,Healthcare,expense,7474.47
2001-10-26,Healthcare,income,1362.61
2012-09-25,Groceries,income,9449.77
2015-03-14,Salary,expense,4491.7
2009-10-09,Healthcare,expense,4291.8
2003-03-03,Utilities,expense,5347.47
2021-02-17,Utilities,income,-2652.53
2002-10-13,Utilities,income,268.43
2007-07-24,Entertainment,expense,-968.69
2023-07-10,Salary,expense,3671.51
2011-12-04,Entertainment,income,9383.85
2000-07-17,Groceries,income,9580.84
2016-07-16,Salary,income,6291.71
2006-07-27,Salary,expense,1218.69
2005-10-04,Salary,expense,-3782.68
2010-08-12,Healthcare,expense,-2689.24
2012-11-26,Groceries,expense,9353.04
2016-03-05,Groceries,expense,-4415.69
2005-08-10,Groceries,expense,-64.96
2013-12-06,Groceries,expense,6337.07
2006-03-02,Entertainment,expense,3941.69
2019-11-27,Utilities,expense,2009.43
2016-06-09,Utilities,expense,4718.36
2019-09-09,Salary,expense,-3058.94
2017-10-03,Healthcare,expense,4908.27
2022-03-09,Healthcare,expense,-3587.13
2020-04-22,Healthcare,income,2591.56
2009-06-11,Healthcare,income,-1769.7
2009-07-21,Groceries,income,7780.61
2014-04-25,Salary,income,-3430.89
2017-04-27,Salary,expense,-1494.38
2020-01-19,Groceries,expense,-3436.09
2003-02-16,Entertainment,expense,-2782.59
2021-05-12,Groceries,expense,1674.38
2019-08-16,Salary,expense,3132.27
2019-07-22,Healthcare,expense,-1478.47
2014-04-24,Healthcare,expense,183.1
2006-01-17,Healthcare,expense,-2754.37
2019-02-21,Healthcare,expense,9015.11
2020-03-02,Utilities,expense,-2914.78
2010-08-19,Salary,income,-1801.8
2004-05-17,Healthcare,expense,3214.78
2016-06-23,Healthcare,income,6850.85
2015-08-28,Healthcare,expense,2477.56
2022-06-16,Entertainment,income,7145.99
2004-10-19,Salary,income,7061.03
2013-08-08,Groceries,income,3938.08
2021-02-05,Groceries,income,-4635.57
2007-01-06,Groceries,expense,2623.44
2013-03-12,Utilities,expense,2427.05
2011-08-22,Healthcare,income,3275.98
2000-10-28,Salary,income,458.23
2010-11-28,Salary,income,357.04
2021-02-22,Salary,income,8096.05
2011-09-28,Groceries,expense,-688.44
2004-05-02,Salary,income,326.78
2015-02-01,Healthcare,expense,5079.75
2013-08-18,Salary,expense,1167.95
2009-03-16,Utilities,income,6128.88
2011-05-06,Healthcare,income,-4191.94
2016-12-02,Healthcare,expense,-3366.22
2013-04-24,Groceries,income,-3980.17
2021-08-27,Groceries,expense,4117.87
2002-07-11,Salary,income,5223.53
2005-12-15,Healthcare,expense,9623.39
2017-03-27,Healthcare,expense,7503.32
2006-08-08,Salary,expense,-707.89
2023-01-13,Salary,expense,3674.06
2017-11-10,Groceries,expense,-2532.3
2011-06-01,Healthcare,income,-1567.68
2017-09-22,Salary,income,8039.35
2013-11-11,Groceries,expense,-2788.11
2001-07-20,Groceries,income,1945.7
2021-02-13,Utilities,expense,1868.53
2010-05-26,Utilities,income,7954.57
2019-05-10,Salary,income,-4671.69
2021-01-15,Salary,expense,4241.85
2007-05-25,Healthcare,expense,5093.45
2015-05-02,Healthcare,expense,1569.83
2012-04-08,Groceries,income,1678.03
2019-06-04,Utilities,expense,-2378.86
2001-09-09,Salary,expense,2707.82
2012-11-18,Utilities,expense,-1574.36
2020-06-16,Healthcare,expense,6065.2
2023-01-11,Utilities,expense,7113.07
2011-05-20,Healthcare,expense,-3340.21
2002-02-14,Groceries,income,3321.28
2015-02-02,Salary,income,3309.22
2019-01-23,Utilities,expense,1176.38
2000-11-18,Entertainment,income,9616.1
2023-02-06,Healthcare,expense,5737.79
2004-04-07,Healthcare,income,6877.74
2006-01-26,Entertainment,expense,-2981.31
2007-04-18,Healthcare,income,-3543.35
2017-11-27,Utilities,expense,-4273.48
2021-11-01,Groceries,expense,1286.71
2020-01-14,Groceries,expense,2559.16
2010-03-10,Healthcare,income,-996.89
2007-02-12,Groceries,income,-1376.1
2002-03-06,Groceries,expense,-1585.99
2017-09-28,Salary,income,3870.69
2016-07-23,Healthcare,expense,-3102.16
2019-01-06,Entertainment,income,4218.69
2007-02-04,Salary,expense,7704.0
2006-08-06,Entertainment,expense,1338.81
2010-04-08,Entertainment,expense,9583.86
2021-02-13,Groceries,expense,3095.88
2008-12-23,Healthcare,expense,8644.29
2005-09-10,Salary,income,9679.47
2003-01-15,Salary,expense,-4635.18
2003-09-16,Groceries,expense,4783.41
2007-03-20,Salary,expense,6920.79
2011-03-04,Groceries,expense,-1315.82
2008-10-09,Salary,income,8166.89
2021-12-12,Entertainment,expense,799.6
2005-09-25,Healthcare,income,9552.21
2012-12-21,Salary,expense,-1820.62
2011-02-03,Salary,expense,-269.23
2021-07-03,Salary,expense,-1250.87
2001-09-25,Groceries,expense,8480.57
2004-05-27,Healthcare,expense,2697.57
2003-02-28,Groceries,expense,8788.36
2004-07-28,Salary,expense,-685.59
2006-07-08,Healthcare,expense,9230.84
2023-04-25,Entertainment,income,-661.32
2011-01-26,Utilities,income,4430.17
2023-06-06,Healthcare,expense,6816.24
2001-07-04,Groceries,income,6778.61
2007-06-17,Utilities,expense,-3565.96
2004-06-06,Utilities,income,-651.48
2001-02-17,Entertainment,income,1376.69
2014-09-23,Salary,income,447.56
2004-08-15,Utilities,income,3904.43
2006-03-26,Utilities,expense,5713.07
2014-11-24,Entertainment,expense,9168.52
2003-02-20,Healthcare,expense,9784.22
2002-04-11,Utilities,expense,-516.99
2010-01-16,Healthcare,expense,4749.98
2002-03-15,Salary,expense,1808.18
2012-10-09,Salary,expense,-1408.12
2023-10-12,Groceries,expense,-501.75
2008-07-11,Salary,income,8332.4
2020-06-26,Entertainment,expense,-3297.18
2012-12-08,Healthcare,income,4104.99
2023-01-27,Salary,expense,-3739.36
2001-01-27,Salary,income,4410.43
2010-02-21,Utilities,income,-3557.65
2001-05-05,Entertainment,expense,-2552.01
2005-02-22,Salary,expense,-3801.95
2015-12-08,Entertainment,income,2131.26
2018-03-17,Salary,income,-2309.35
2003-03-06,Healthcare,expense,8288.93
2020-08-27,Utilities,expense,4071.75
2023-05-18,Utilities,income,3302.49
2009-02-17,Healthcare,expense,2520.62
2006-04-09,Utilities,income,9846.31
2013-02-05,Groceries,expense,-4734.27
2005-06-05,Salary,income,5350.24
2009-12-23,Entertainment,expense,3479.16
2018-04-15,Utilities,expense,8443.11
2009-04-21,Utilities,expense,985.9
2018-04-13,Healthcare,expense,-2733.09
2015-07-24,Entertainment,income,1373.88
2018-04-02,Salary,income,-3949.52
2004-05-25,Groceries,income,2252.37
2011-04-01,Salary,income,3722.48
2008-10-07,Utilities,income,-2206.26
2000-04-16,Groceries,income,1472.24
2013-07-13,Groceries,expense,1488.14
2002-01-24,Utilities,expense,-1079.37
2015-09-17,Groceries,expense,7111.9
2012-09-09,Groceries,expense,2235.72
2010-07-11,Entertainment,expense,2573.1
2010-07-10,Groceries,income,9319.01
2007-01-08,Entertainment,expense,-1110.22
2005-12-23,Groceries,income,2686.43
2016-11-13,Groceries,income,-1497.12
2010-05-17,Groceries,income,-890.09
2008-04-04,Salary,income,9310.5
2000-10-26,Entertainment,income,5145.5
2007-06-04,Salary,expense,1247.23
2005-11-19,Healthcare,expense,1811.68
2009-05-13,Entertainment,income,1664.47
2008-11-17,Groceries,expense,779.59
2011-05-21,Groceries,income,-2429.25
2004-07-25,Entertainment,income,66.38
2022-08-08,Healthcare,expense,1275.06
2023-06-06,Healthcare,expense,-3100.15
2020-07-04,Entertainment,expense,9169.9
2001-04-26,Utilities,income,5569.98
2021-08-20,Salary,income,9181.0
2012-02-20,Entertainment,income,1322.16
2016-04-13,Groceries,income,3739.13
2021-08-28,Entertainment,expense,6086.45
2014-05-09,Entertainment,expense,857.6
2002-08-16,Groceries,expense,-1402.05
2019-12-10,Healthcare,expense,3660.81
2001-02-14,Entertainment,expense,7523.7
2021-08-16,Utilities,income,-1346.01
2018-11-11,Salary,expense,-973.06
2010-01-16,Groceries,expense,3217.97
2021-08-01,Salary,expense,-309.41
2003-10-14,Groceries,expense,-1325.73
2012-10-27,Utilities,income,6343.5
2019-02-25,Healthcare,expense,2485.4
2005-02-22,Healthcare,income,-954.6
2023-08-14,Groceries,income,-1316.39
2016-12-20,Utilities,income,4223.35
2013-11-12,Salary,income,-4909.24
2010-12-07,Salary,expense,-4295.85
2002-06-12,Salary,expense,7739.41
2005-12-08,Healthcare,income,1211.25
2009-11-13,Entertainment,expense,3655.75
2005-10-24,Utilities,income,-4676.39
2000-09-08,Utilities,income,-4253.66
2003-02-24,Utilities,expense,-942.09
2001-09-17,Salary,income,948.74
2017-07-16,Healthcare,income,-71.89
2016-04-22,Salary,income,8924.06
2002-03-05,Entertainment,income,9100.0
2019-05-28,Utilities,expense,7658.66
2003-05-14,Entertainment,expense,-1610.7
2001-11-28,Entertainment,income,-3705.03
2020-08-07,Groceries,income,5528.46
2004-03-25,Groceries,income,3737.5
2000-02-24,Utilities,expense,1182.87
2005-10-16,Healthcare,income,9026.14
2017-03-02,Salary,income,8777.83
2001-06-26,Entertainment,expense,8383.31
2005-02-05,Entertainment,expense,-1419.41
2022-12-07,Salary,expense,-1857.09
2018-03-15,Groceries,income,-448.14
2013-02-02,Healthcare,expense,7577.9
2014-06-07,Salary,income,1230.5
2019-11-11,Utilities,expense,5209.89
2022-10-14,Healthcare,income,8769.0
2016-05-25,Entertainment,income,5673.84
2010-12-27,Groceries,income,-1577.66
2012-01-21,Salary,expense,1515.9
2000-02-06,Entertainment,expense,6233.76
2022-10-16,Salary,income,566.86
2017-10-22,Entertainment,income,5246.89
2001-12-12,Healthcare,expense,-675.24
2014-09-04,Healthcare,income,-4236.48
2012-03-23,Salary,expense,-2492.55
2002-07-28,Healthcare,expense,3290.7
2009-07-23,Entertainment,expense,9757.27
2007-05-04,Utilities,income,3344.88
2001-12-03,Utilities,expense,-2306.83
2006-08-10,Groceries,income,-3267.85
2001-09-02,Healthcare,expense,3296.66
2018-06-01,Healthcare,expense,6377.73
2006-07-19,Utilities,expense,-4189.54
2011-01-24,Healthcare,income,-4209.01
2001-11-27,Salary,expense,3877.43
2002-02-21,Salary,expense,7077.26
2005-03-01,Groceries,income,3205.06
2007-04-20,Salary,income,-4626.23
2021-06-21,Groceries,expense,2905.16
2018-01-05,Salary,income,1526.99
2006-10-28,Entertainment,income,5023.0
2006-05-20,Utilities,expense,6741.78
2002-07-16,Healthcare,income,-2557.7
2015-02-03,Utilities,expense,2654.41
2015-04-21,Groceries,expense,3332.51
2022-12-22,Entertainment,income,6016.51
2012-02-01,Entertainment,income,-651.54
2015-06-05,Healthcare,income,4501.24
2023-11-07,Healthcare,income,9721.19
2017-09-02,Utilities,income,2056.65
2005-02-21,Healthcare,income,-1943.91
2008-09-16,Healthcare,income,2567.29
2001-10-20,Salary,expense,9385.22
2013-10-27,Utilities,income,-1800.64
2018-02-19,Salary,income,-3119.43
2006-02-15,Groceries,income,4996.44
2007-04-28,Salary,expense,2680.34
2023-02-03,Groceries,expense,3909.81
2009-03-12,Utilities,income,-2226.76
2012-02-11,Groceries,expense,6638.38
2012-09-08,Utilities,expense,7959.49
2016-04-11,Healthcare,expense,8293.45
2021-09-11,Groceries,expense,4057.45
2012-01-02,Groceries,expense,2297.71
2003-08-19,Entertainment,income,6480.33
2020-06-10,Utilities,income,-1618.13
2021-12-21,Healthcare,income,2261.8
2007-11-21,Groceries,expense,-2992.82
2011-02-04,Salary,income,1608.26
2004-04-22,Salary,income,-4091.78
2005-03-06,Utilities,expense,-3169.0
2023-07-12,Salary,expense,4563.05
2005-11-08,Utilities,income,-533.61
2016-05-25,Healthcare,expense,9467.14
2020-03-04,Entertainment,expense,410.16
2006-07-06,Entertainment,income,-933.93
2011-08-17,Utilities,income,-4984.2
2006-07-08,Groceries,income,-358.08
2012-06-03,Healthcare,income,4439.31
2012-12-09,Healthcare,income,4431.35
2017-12-15,Salary,income,5313.77
2003-02-27,Groceries,income,1991.75
2009-12-17,Utilities,income,4558.39
2023-05-19,Groceries,expense,4151.44
2001-02-12,Utilities,income,8640.26
2003-11-23,Utilities,income,6134.94
2012-03-08,Groceries,income,-2409.52
2022-10-16,Utilities,expense,-116.94
2022-06-17,Entertainment,expense,8475.5
2005-07-15,Salary,income,2223.36
2008-11-28,Utilities,income,-4325.18
2016-10-24,Salary,expense,1953.77
2001-09-12,Groceries,expense,-1704.49
2019-01-16,Utilities,expense,3683.94
2018-12-17,Salary,income,3231.69
2023-01-16,Groceries,income,-3200.68
2018-04-19,Salary,income,3238.62
2018-10-17,Entertainment,expense,8186.96
2005-06-21,Utilities,income,123.14
2008-11-15,Entertainment,income,-4761.82
2008-09-13,Groceries,expense,-886.37
2019-08-06,Entertainment,expense,4889.97
2009-07-15,Groceries,expense,-1073.39
2001-06-18,Utilities,income,-3213.11
2023-02-16,Groceries,income,-4571.01
2014-11-04,Entertainment,income,3839.98
2000-01-12,Utilities,income,5459.87
2021-12-07,Utilities,income,-4984.19
2006-10-12,Entertainment,expense,6310.43
2015-08-21,Entertainment,expense,3038.98
2017-04-13,Groceries,expense,8221.82
2010-04-08,Entertainment,income,5585.51
2023-04-07,Utilities,expense,-1160.64
2007-08-08,Groceries,income,7972.25
2014-09-22,Entertainment,income,3131.68
2008-09-10,Groceries,income,1266.47
2007-02-04,Groceries,income,5437.18
2016-08-24,Groceries,income,2356.0
2005-09-15,Salary,expense,307.87
2018-01-23,Salary,income,5427.0
2012-10-28,Entertainment,income,-618.65
2019-04-13,Healthcare,expense,-4827.57
2023-04-06,Entertainment,income,7551.38
2013-06-27,Groceries,income,-4256.2
2014-06-27,Utilities,income,7837.2
2002-05-17,Utilities,income,-453.23
2000-05-13,Salary,income,841.71
2021-09-10,Salary,income,-2927.8
2015-12-16,Utilities,income,382.96
2021-10-04,Salary,expense,4025.56
2016-03-04,Utilities,expense,7243.7
2011-07-18,Healthcare,income,4488.36
2002-03-22,Groceries,expense,-2078.29
2022-02-27,Salary,expense,6197.77
2011-06-15,Healthcare,expense,-4335.1
2000-01-26,Entertainment,income,7783.48
2013-07-02,Groceries,expense,4635.36
2018-03-25,Utilities,income,-998.9
2013-09-17,Groceries,income,-2057.88
2021-04-01,Groceries,expense,4325.56
2007-09-20,Salary,income,9241.96
2005-01-03,Utilities,income,8925.01
2006-10-03,Groceries,income,-550.9
2006-02-27,Salary,income,724.15
2023-10-24,Salary,income,3145.91
2018-08-10,Groceries,expense,9908.49
2009-08-11,Salary,income,2838.66
2017-09-09,Healthcare,income,-2323.61
2009-08-18,Groceries,income,-1958.3
2022-10-07,Utilities,expense,6733.14
2002-01-26,Utilities,income,8147.05
2000-09-08,Salary,income,-4524.75
2020-06-22,Entertainment,expense,6924.34
2003-04-27,Groceries,income,-1390.74
2012-12-10,Utilities,expense,1019.68
2007-06-21,Healthcare,income,7532.51
2022-08-27,Groceries,income,3269.11
2000-08-07,Healthcare,income,6945.2
2003-06-08,Entertainment,income,3186.31
2005-12-18,Salary,expense,3190.44
2008-06-18,Utilities,income,-3866.2
2020-04-20,Entertainment,income,-1172.75
2022-03-12,Salary,income,579.46
2006-07-26,Groceries,income,3397.27
2003-06-05,Salary,expense,-3451.23
2016-03-04,Groceries,income,2407.53
2005-07-28,Salary,expense,1686.48
2020-05-27,Groceries,expense,7598.09
2017-12-06,Entertainment,income,-2917.76
2017-05-08,Entertainment,expense,7696.51
2017-02-10,Entertainment,income,2061.87
2001-05-18,Entertainment,income,-1709.68
2003-01-18,Healthcare,expense,-424.16
2001-02-03,Groceries,expense,5810.3
2003-07-02,Healthcare,income,4970.76
2019-12-06,Healthcare,income,3755.09
2018-01-10,Healthcare,income,2045.37
2005-09-01,Healthcare,income,7702.2
2016-07-12,Utilities,expense,-2135.7
2005-12-14,Entertainment,income,-4241.01
2009-09-16,Groceries,income,2644.46
2021-06-22,Entertainment,income,9657.81
2021-01-21,Healthcare,income,6114.55
2022-01-05,Utilities,expense,3990.76
2016-05-02,Healthcare,income,1751.27
2022-07-15,Groceries,expense,5885.59
2003-10-16,Salary,income,2687.0
2006-09-01,Entertainment,income,9445.92
2023-12-12,Entertainment,expense,-4670.17
2021-02-24,Utilities,expense,-814.71
2020-12-23,Groceries,income,7079.83
2015-04-25,Healthcare,expense,8476.2
2016-07-20,Utilities,income,-3132.11
2004-03-10,Utilities,income,-1091.73
2005-04-04,Entertainment,expense,4167.7
2003-04-18,Utilities,expense,-2762.42
2014-07-23,Salary,income,-2380.64
2019-08-18,Groceries,income,6615.93
2002-08-05,Entertainment,expense,-1644.93
2001-08-05,Utilities,expense,-4321.52
2018-06-04,Utilities,income,981.98
2023-11-04,Utilities,expense,1253.88
2023-03-08,Utilities,expense,211.34
2022-08-17,Groceries,expense,8997.65
2014-05-02,Utilities,income,3369.91
2003-01-05,Groceries,income,9123.71
2008-05-15,Salary,expense,-4125.41
2001-12-08,Salary,income,2230.21
2002-04-15,Salary,expense,8307.98
2019-03-15,Entertainment,income,7686.36
2002-09-22,Entertainment,income,-3421.7
2019-06-28,Utilities,expense,-3386.31
2017-08-07,Utilities,income,9504.61
2015-09-09,Groceries,expense,-4127.56
2000-06-26,Utilities,expense,3884.68
2005-12-26,Groceries,expense,2262.22
2023-03-01,Salary,income,1848.27
2010-08-19,Utilities,income,6953.69
2020-08-25,Entertainment,expense,4084.87
2019-07-13,Entertainment,expense,-4124.16
2006-06-12,Salary,income,8674.61
2018-07-23,Groceries,income,7592.91
2011-10-26,Entertainment,income,-3164.26
2014-10-27,Salary,income,-1372.95
2002-06-21,Utilities,expense,8916.96
2021-04-17,Salary,expense,2855.87
2014-08-10,Salary,expense,5534.72
2020-06-01,Utilities,income,4679.52
2009-08-09,Entertainment,expense,7669.94
2007-03-14,Entertainment,expense,4205.16
2013-10-28,Salary,expense,6476.33
2018-03-26,Entertainment,expense,6812.08
2008-02-21,Healthcare,income,1762.42
2014-01-28,Entertainment,income,8818.96
2022-03-16,Salary,income,-1975.02
2013-05-24,Utilities,income,-715.88
2020-03-24,Entertainment,income,2832.61
2014-03-05,Entertainment,expense,-108.32
2009-08-01,Entertainment,expense,2786.17
2004-07-21,Salary,income,615.65
2015-12-17,Healthcare,income,8245.82
2017-12-02,Groceries,expense,9891.2
2003-05-24,Entertainment,expense,1690.18
2000-11-08,Entertainment,expense,9622.75
2004-02-21,Utilities,expense,5390.55
2013-09-21,Utilities,expense,5721.12
2005-02-11,Utilities,income,-2650.55
2003-11-28,Healthcare,income,-3549.81
2019-03-19,Healthcare,income,-1643.73
2000-11-28,Utilities,expense,-3366.86
2001-11-18,Entertainment,income,-1242.99
2022-12-04,Healthcare,expense,4129.28
2013-10-28,Utilities,income,1802.41
2020-07-28,Utilities,expense,7713.8
2023-09-02,Groceries,expense,815.1
2007-09-04,Salary,expense,4231.54
2011-08-10,Healthcare,income,5206.76
2010-01-12,Healthcare,income,8835.15
2009-12-24,Utilities,income,-2378.34
2007-10-18,Entertainment,income,3154.11
2021-03-04,Salary,income,6753.43
2009-11-07,Groceries,expense,5834.67
2020-02-18,Groceries,income,1448.29
2016-07-26,Groceries,expense,-536.75
2002-10-04,Salary,expense,2202.43
2022-02-15,Salary,income,4715.61
2010-12-15,Entertainment,expense,388.38
2010-04-15,Salary,income,-2458.53
2004-12-24,Entertainment,expense,249.45
2015-10-01,Entertainment,expense,1992.37
2011-10-20,Healthcare,income,7016.65
2009-06-12,Utilities,income,105.89
2003-08-24,Salary,expense,-1442.47
2020-07-16,Entertainment,expense,1453.49
2001-09-12,Groceries,expense,-2924.39
2016-02-16,Groceries,expense,1746.6
2006-06-28,Salary,income,9321.23
2003-11-15,Salary,expense,894.04
2010-10-03,Entertainment,expense,6084.62
2009-11-24,Salary,income,-4022.03
2001-02-27,Utilities,expense,4300.61
2013-06-22,Healthcare,income,-2433.1
2001-08-07,Healthcare,income,9787.23
2004-10-18,Healthcare,expense,9427.08
2006-07-24,Entertainment,expense,3154.6
2014-12-24,Salary,income,4028.52
2006-06-08,Groceries,income,9764.79
2009-03-26,Healthcare,income,8915.73
2021-12-13,Utilities,expense,-1372.53
2004-03-23,Utilities,income,-509.62
2018-09-16,Healthcare,income,1721.52
2014-10-06,Entertainment,expense,-126.77
2022-05-04,Salary,expense,687.81
2023-04-01,Healthcare,income,9517.6
2014-01-18,Groceries,income,-2563.92
2018-06-08,Groceries,income,7005.49
2002-09-21,Groceries,expense,-3588.85
2022-03-11,Healthcare,expense,3158.26
2020-02-05,Salary,expense,8581.16
2014-01-09,Utilities,expense,773.13
2017-12-06,Salary,expense,1431.8
